id,job_title,skills
225,Graphic Designer,"['social medium', 'graphic design', 'digital medium', 'adobe creative suite', 'write communication', 'innovative', 'collaborates', 'brand', 'plans', 'manage', 'collaborative', 'graphic designer', 'advertising digital', 'arts digital', 'indesign', 'illustrator', 'editing', 'translate', 'conceptual', 'creative', 'presentations', 'communicate', 'leadership', 'social', 'illustration', 'photography', 'videography']"
226,Accounting Tax Supervisor,"['bank', 'accrual', 'operational', 'sales', 'audit', 'dashboard', 'accounting']"
227,Sales Executive Sumatera,"['analytical skill', 'non', 'sales retail', 'verbal communication', 'negotiation', 'leadership']"
229,Desain Grafis Digital Printing,"['multimedia', 'visual', 'draw', 'file', 'printing digital', 'keras']"
232,Help Desk,"['communication skills', 'non', 'customer problem', 'customer data']"
234,Head of KYC (FinTech),"['front office', 'quality assurance', 'regulatory requirement', 'team process', 'quality control', 'business administration', 'analytical skill', 'financial service', 'time management', 'coordination', 'securities', 'onboarding', 'quality controllers', 'analytical', 'research', 'communication skills', 'english', 'planning', 'prioritization']"
236,Graphic Design Internship,"['digital advertising', 'social medium', 'adobe photoshop', 'flyer', 'visual']"
237,Sales Marketing Consultant,"['real estate', 'self motivation', 'time management', 'sales', 'targetable', 'social medias', 'networking communication', 'negotiation', 'professional', 'exhibition']"
241,Head of Smart Locker Business,"['analytical thinking', 'growth strategy', 'communication', 'problem solving', 'negotiation', 'plan', 'sales']"
242,Industrial Relation Supervisor,"['labor law', 'industrial relation', 'labor relation', 'problem solve', 'employment legislation', 'legislation labor', 'negotiate', 'management', 'negotiation', 'communication leadership']"
249,PPIC & Document Control Staff,"['production planning', 'planning', 'targeted', 'schedule', 'cooperate', 'silicon', 'description production', 'material planning', 'calculating', 'data audit']"
250,Teknisi Alat Kapal,"['genset', 'multi purpose', 'unit', 'tutorial']"
251,Desain Grafis,"['adobe illustrator', 'adobe photoshop', 'promo', 'creative', 'multimedia', 'visual', 'keras']"
252,PRODUCTION MANAGER,"['management', 'team manager', 'manager', 'communication', 'leadership']"
254,Wireless System Supervisor,"['base station', 'team management', 'system technology', 'managing', 'commissioning', 'operation', 'communications', 'communication electronic', 'electronic project', 'english', 'management', 'coordination']"
255,Tax accounting,"['accounting system', 'financial statement', 'income tax', 'tax return', 'general ledger', 'accounting', 'finance', 'accountancy', 'banking', 'tax consultant', 'public accountant', 'communication skills', 'presentation', 'multitasking', 'analysis skills', 'english', 'license', 'c', 'accounting standards', 'audit process', 'audit', 'timeline', 'schedule', 'calculation', 'article', 'reconciliation', 'journal', 'sales', 'bank', 'purchasing']"
256,Supervisor Import (food & beverage),"['food science', 'business administration', 'detail orient', 'custom law', 'write english', 'accounting', 'food', 'positive', 'regulation custom', 'registration', 'analytical', 'value added', 'c']"
257,Site Supervisor,"['decision make', 'civil engineering', 'system requirement', 'english written', 'communication', 'leadership', 'skill analytical', 'problem solving', 'coordination', 'renovation', 'positive', 'support staff']"
258,"Mediacom I Executive Connection Planning Jakarta, Indonesia","['diversity and inclusion', 'planning tool', 'analytical skill', 'digital marketing', 'digital medium', 'investment', 'ads', 'planning', 'creative', 'communication', 'manager', 'balancing', 'culturally diverse', 'data validating', 'pulse', 'integrate', 'comprehend', 'execution process', 'innovative', 'planning execution', 'post mortem', 'social', 'infused', 'media digital', 'innovators', 'communications', 'brand', 'radar', 'invest', 'emerging markets', 'landscape', 'advertising', 'scale', 'transformation']"
260,Marketing Executive,"['market segmentation', 'marketing strategy', 'information system', 'marketing communication', 'property management', 'mapping', 'image', 'marketing plan', 'management', 'negotiation', 'data collection', 'coordinate', 'building management', 'communication', 'billing', 'communicate', 'writing', 'ad hoc', 'archival', 'communication skills', 'english']"
262,Accounting Coordinator,"['financial statement', 'accounting software', 'problem solve', 'journal', 'financial transaction', 'accounting', 'management', 'calculation', 'managing', 'spreadsheets', 'analytical']"
264,Sales Executive - Area Jakarta & Surabaya,"['sales', 'beverage', 'bahasa', 'c']"
265,HR Business Partner Officer,"['performance management', 'reward management', 'employee engagement', 'employee satisfaction', 'industrial relation', 'budgeting', 'audit', 'plan']"
266,UX Engineer,"['root cause analysis', 'technical documentation', 'react native', 'graphic design', 'ide', 'description design', 'scalable', 'mobile applications', 'interaction', 'javascript', 'typescript', 'animation', 'aesthetic', 'friendly', 'android', 'git', 'programming languages', 'java', 'kotlin', 'swift', 'c', 'development methodology', 'scrum', 'iterate', 'visual studio', 'studio code']"
267,Finance Accounting Staff,"['microsoft office', 'account payable', 'account receivable', 'bank']"
268,Creative Design,"['adobe photoshop', 'social medium', 'creative', 'design product', 'design logo', 'media social', 'photography', 'videography', 'illustrator', 'coreldraw', 'freehand', 'autocad', 'target oriented']"
271,MERATUS STAR PROGRAM (Terminal & CLC),"['on the job training', 'business manager', 'management', 'finalization', 'english']"
272,Security Supervisor,"['swift', 'logistics', 'security supervisor', 'emergency response', 'team response']"
274,UI / UX Designer,"['graphical user interface', 'user interface', 'user experience', 'user flow', 'screen design', 'communication design', 'human computer interaction', 'interface design', 'interaction design', 'write communication', 'user requirements', 'requirements business', 'projects manager', 'engineers design', 'design graphical', 'interaction', 'prototypes', 'wireframes', 'interactive', 'plan communicate', 'non', 'xd', 'illustrator', 'prototype', 'design interaction', 'wireframe', 'sketching', 'bootstrap', 'english']"
276,Sales Marketing,"['life science', 'biology', 'chemistry', 'biotechnology', 'sales', 'bahasa']"
279,JUNIOR JAVA (MIDDLEWARE) ENGINEER,"['software development', 'functional requirement', 'technical support', 'critical thinking', 'estimation', 'technical design', 'translation', 'wireframes', 'creative', 'technical designs', 'development process', 'installation', 'service improvement', 'adapt', 'developing applications', 'programming language', 'mysql', 'postgresql', 'sql server']"
281,Procurement Project Equipment Officer,"['strategic thinking', 'plans', 'purchase', 'negotiating', 'budgets', 'cost analyses', 'engineering industrial', 'mechanical', 'procurement', 'communication', 'negotiation', 'analytical', 'recruitment process']"
283,Warehouse Supervisor,"['finish good', 'management system', 'cost reduction', 'variable cost', 'stock management', 'production process', 'inventory management', 'management', 'export import', 'continuous improvement', 'logistics', 'communication', 'physical system', 'procurement', 'plan', 'forecasts', 'sales', 'storage', 'schedule', 'fifo', 'gmp']"
284,System Analyst & Design,"['requirement analysis', 'business requirement', 'test case', 'software development', 'system design', 'software project management', 'project management', 'timelines', 'project manager', 'communicate technical', 'technical solutions', 'scrum', 'jira', 'trello', 'write', 'manage risks']"
285,IT system Administrator,"['information technology', 'linux', 'english', 'troubleshooting', 'unix', 'investigate', 'installation', 'hardening', 'new products']"
286,Finance & Accounting Supervisor,"['general ledger', 'erp', 'sales', 'finance', 'accounting']"
288,Credit Analyst,"['credit analysis', 'analytical thinking', 'microsoft office', 'supervise', 'accounting', 'engineering economic', 'forestry', 'problem solving', 'communication', 'english', 'operate']"
289,Product Marketing - ICT/Cloud Product,"['go to market strategy', 'vertical alignment', 'revenue management', 'sale training', 'market strategy', 'plan', 'sales', 'track', 'management', 'operating plan', 'numbers', 'product development']"
290,Finance & Accounting Staff,"['account payable', 'account receivable', 'voucher', 'delivery order', 'finance']"
291,Tax Associate,"['analytical skill', 'tax compliance', 'tax return', 'accounting system', 'accounting', 'consulting', 'c', 'reconciliation', 'calculation', 'collection', 'advisory', 'mitigate', 'collaboration', 'tax', 'audit']"
293,SQA Automation,"['test script', 'user requirement document', 'release management', 'business process', 'service provider', 'api', 'develop test', 'test plans', 'mind map', 'scrum product owner', 'scrum master', 'plan', 'automation ui', 'testing script', 'vm', 'jenkins', 'embedded', 'innovative', 'customer journey', 'ubi']"
301,Customer Service Development Program (Penempatan Balikpapan),"['customer service', 'service orientation', 'communication networking', 'communication skill', 'agile', 'english', 'bahasa']"
302,Logistic Manager,"['system requirement', 'warehousing', 'standard procedures', 'logistics', 'logistic', 'logistic manager', 'wms']"
305,Sales Executive,"['radiology', 'instrument', 'plan', 'sales manager', 'surgery']"
307,SMT Technician,"['operating system', 'print circuit board', 'manufacturing process', 'technical support', 'solder paste', 'quality control', 'environmental compliance', 'wave solder', 'smt', 'electronics', 'execute', 'operational', 'quality cost', 'monitors processes', 'surface mount', 'technology electronic', 'prototypes', 'programming', 'edits', 'traceability', 'preventative maintenance', 'troubleshooting', 'collecting', 'purchasing', 'laser', 'process flow', 'certified professional', 'soldering', 'prototyping']"
